cas,teplota_aht,vlhkost_aht,teplota_bmp,tlak,nadm_vyska
2026-01-09 12:20:45,20.0,40.9,20.1,959.4,1000.2,349.9
2026-01-09 12:20:50,20.0,41.0,20.2,959.4,1000.2,349.9
2026-01-09 12:20:55,20.0,41.1,20.1,959.5,1000.3,349.9
2026-01-09 12:21:00,20.0,41.0,20.1,959.4,1000.2,349.9
2026-01-09 12:21:06,20.0,40.9,20.1,959.5,1000.3,349.9
2026-01-09 12:21:11,20.0,40.9,20.1,959.4,1000.2,349.9
2026-01-09 12:21:16,20.0,40.8,20.1,959.4,1000.2,349.9
2026-01-09 12:21:21,20.0,40.7,20.1,959.5,1000.3,349.9
2026-01-09 12:21:26,20.0,40.7,20.1,959.5,1000.3,349.9
2026-01-09 12:21:32,20.0,40.7,20.2,959.4,1000.2,349.9
2026-01-09 12:21:37,20.0,40.8,20.2,959.5,1000.3,349.9
2026-01-09 12:21:42,20.0,40.9,20.2,959.4,1000.2,349.9
2026-01-09 12:21:47,20.0,41.2,20.2,959.4,1000.2,349.9
2026-01-09 12:21:52,20.0,41.4,20.2,959.4,1000.2,349.9
2026-01-09 12:21:57,20.0,41.2,20.2,959.5,1000.3,349.9
2026-01-09 12:22:03,20.0,41.0,20.2,959.4,1000.2,349.9
2026-01-09 12:22:08,20.0,41.0,20.2,959.4,1000.2,349.9
2026-01-09 12:22:13,20.0,41.0,20.2,959.4,1000.2,349.9
2026-01-09 12:22:18,20.0,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:22:23,20.0,40.8,20.2,959.4,1000.2,349.9
2026-01-09 12:22:29,20.0,40.7,20.2,959.4,1000.2,349.9
2026-01-09 12:22:34,20.0,40.6,20.2,959.3,1000.1,350.0
2026-01-09 12:22:39,20.0,40.7,20.2,959.4,1000.2,349.9
2026-01-09 12:22:44,20.0,40.7,20.2,959.4,1000.2,349.9
2026-01-09 12:22:49,20.0,40.7,20.2,959.3,1000.1,350.0
2026-01-09 12:22:54,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:00,20.0,40.7,20.2,959.4,1000.2,349.9
2026-01-09 12:23:05,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:10,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:15,20.0,40.7,20.2,959.3,1000.1,350.0
2026-01-09 12:23:20,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:26,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:31,20.0,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:23:36,20.1,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:23:41,20.1,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:23:46,20.0,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:23:52,20.0,41.1,20.2,959.3,1000.1,350.0
2026-01-09 12:23:57,20.1,41.0,20.2,959.3,1000.1,350.0
2026-01-09 12:24:02,20.1,41.0,20.2,959.3,1000.1,350.0
2026-01-09 12:24:07,20.1,41.1,20.3,959.3,1000.1,350.0
2026-01-09 12:24:12,20.0,41.0,20.2,959.2,1000.0,350.0
2026-01-09 12:24:17,20.0,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:24:23,20.0,40.9,20.2,959.2,1000.0,350.0
2026-01-09 12:24:28,20.0,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:24:33,20.1,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:24:38,20.1,41.0,20.2,959.3,1000.1,350.0
2026-01-09 12:24:43,20.1,41.0,20.2,959.3,1000.1,350.0
2026-01-09 12:24:49,20.1,40.9,20.2,959.3,1000.1,350.0
2026-01-09 12:24:54,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:24:59,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:25:04,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:25:09,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:25:15,20.0,40.8,20.2,959.2,1000.0,350.0
2026-01-09 12:25:20,20.1,40.7,20.2,959.2,1000.0,350.0
2026-01-09 12:25:25,20.1,40.7,20.2,959.3,1000.1,350.0
2026-01-09 12:25:30,20.1,40.7,20.2,959.3,1000.1,350.0
2026-01-09 12:25:35,20.1,40.8,20.3,959.2,1000.0,350.0
2026-01-09 12:25:40,20.1,40.8,20.3,959.2,1000.0,350.0
2026-01-09 12:25:46,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:25:51,20.1,40.9,20.3,959.3,1000.1,350.0
2026-01-09 12:25:56,20.1,40.8,20.2,959.3,1000.1,350.0
2026-01-09 12:26:01,20.1,40.8,20.3,959.3,1000.1,350.0
2026-01-09 12:26:06,20.1,40.7,20.3,959.3,1000.1,350.0
2026-01-09 12:26:12,20.1,40.7,20.2,959.2,1000.0,350.0
2026-01-09 12:26:17,20.1,40.6,20.2,959.3,1000.1,350.0
2026-01-09 12:26:22,20.1,40.5,20.2,959.3,1000.1,350.0
2026-01-09 12:26:27,20.1,40.4,20.2,959.2,1000.0,350.0
2026-01-09 12:26:32,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:26:37,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:26:43,20.1,40.6,20.2,959.2,1000.0,350.0
2026-01-09 12:26:48,20.1,41.1,20.3,959.2,1000.0,350.0
2026-01-09 12:26:53,20.1,41.4,20.3,959.2,1000.0,350.0
2026-01-09 12:26:58,20.1,41.2,20.3,959.1,999.9,350.0
2026-01-09 12:27:03,20.1,41.0,20.2,959.2,1000.0,350.0
2026-01-09 12:27:09,20.1,40.9,20.3,959.2,1000.0,350.0
2026-01-09 12:27:14,20.1,41.0,20.3,959.3,1000.1,350.0
2026-01-09 12:27:19,20.1,41.5,20.3,959.3,1000.1,350.0
2026-01-09 12:27:24,20.2,41.5,20.3,959.2,1000.0,350.0
2026-01-09 12:27:29,20.2,41.2,20.3,959.2,1000.0,350.0
2026-01-09 12:27:34,20.2,40.9,20.3,959.2,1000.0,350.0
2026-01-09 12:27:40,20.2,40.8,20.3,959.2,1000.0,350.0
2026-01-09 12:27:45,20.1,40.5,20.3,959.2,1000.0,350.0
2026-01-09 12:27:50,20.1,40.3,20.3,959.2,1000.0,350.0
2026-01-09 12:27:55,20.2,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:28:00,20.2,40.3,20.3,959.2,1000.0,350.0
2026-01-09 12:28:06,20.2,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:11,20.2,40.4,20.3,959.1,999.9,350.0
2026-01-09 12:28:16,20.2,40.5,20.3,959.2,1000.0,350.0
2026-01-09 12:28:21,20.1,40.5,20.3,959.1,999.9,350.0
2026-01-09 12:28:26,20.2,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:32,20.1,40.4,20.3,959.1,999.9,350.0
2026-01-09 12:28:37,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:42,20.2,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:47,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:52,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:28:57,20.1,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:29:03,20.2,40.3,20.3,959.1,999.9,350.0
2026-01-09 12:29:08,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:29:13,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:29:18,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:29:23,20.1,40.1,20.4,959.2,1000.0,350.0
2026-01-09 12:29:29,20.1,40.1,20.3,959.2,1000.0,350.0
2026-01-09 12:29:34,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:29:39,20.2,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:29:44,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:29:49,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:29:55,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:30:00,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:30:05,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:30:10,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:30:15,20.1,40.1,20.3,959.2,1000.0,350.0
2026-01-09 12:30:20,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:30:26,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:30:31,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:30:36,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:30:41,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:30:46,20.1,40.3,20.3,959.1,999.9,350.0
2026-01-09 12:30:52,20.2,40.4,20.3,959.2,1000.0,350.0
2026-01-09 12:30:57,20.2,40.5,20.3,959.2,1000.0,350.0
2026-01-09 12:31:02,20.2,40.5,20.3,959.1,999.9,350.0
2026-01-09 12:31:07,20.2,40.7,20.3,959.2,1000.0,350.0
2026-01-09 12:31:12,20.2,40.6,20.3,959.2,1000.0,350.0
2026-01-09 12:31:17,20.2,40.6,20.3,959.2,1000.0,350.0
2026-01-09 12:31:23,20.1,40.6,20.3,959.2,1000.0,350.0
2026-01-09 12:31:28,20.2,40.7,20.3,959.1,999.9,350.0
2026-01-09 12:31:33,20.1,40.6,20.3,959.2,1000.0,350.0
2026-01-09 12:31:38,20.1,40.6,20.3,959.1,999.9,350.0
2026-01-09 12:31:43,20.1,40.5,20.3,959.2,1000.0,350.0
2026-01-09 12:31:49,20.1,40.4,20.3,959.1,999.9,350.0
2026-01-09 12:31:54,20.1,40.3,20.3,959.2,1000.0,350.0
2026-01-09 12:31:59,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:32:04,20.1,40.3,20.3,959.2,1000.0,350.0
2026-01-09 12:32:09,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:32:15,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:32:20,20.2,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:32:25,20.1,40.2,20.3,959.1,999.9,350.0
2026-01-09 12:32:30,20.1,40.2,20.3,959.2,1000.0,350.0
2026-01-09 12:32:35,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:32:40,20.2,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:32:46,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:32:51,20.1,40.1,20.3,959.1,999.9,350.0
2026-01-09 12:32:56,20.1,40.0,20.3,959.1,999.9,350.0
2026-01-09 12:33:01,20.1,40.0,20.3,959.1,999.9,350.0
2026-01-09 12:33:06,20.1,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:33:12,20.1,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:33:17,20.1,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:33:22,20.1,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:33:27,20.1,39.8,20.3,959.1,999.9,350.0
2026-01-09 12:33:32,20.2,39.9,20.3,959.0,999.8,350.1
2026-01-09 12:33:37,20.1,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:33:43,20.2,40.0,20.3,959.0,999.8,350.1
2026-01-09 12:33:48,20.1,40.0,20.3,959.1,999.9,350.0
2026-01-09 12:33:53,20.2,40.0,20.3,959.1,999.9,350.0
2026-01-09 12:33:58,20.2,39.9,20.3,959.1,999.9,350.0
2026-01-09 12:34:03,20.2,39.9,20.3,958.9,999.7,350.1
2026-01-09 12:34:09,20.2,39.9,20.3,959.0,999.8,350.1
2026-01-09 12:34:14,20.2,39.8,20.3,959.0,999.8,350.1
2026-01-09 12:34:19,20.2,39.8,20.3,959.0,999.8,350.1
2026-01-09 12:34:24,20.2,39.8,20.3,959.1,999.9,350.0
2026-01-09 12:34:29,20.2,39.8,20.3,959.0,999.8,350.1
2026-01-09 12:34:34,20.2,39.8,20.3,959.1,999.9,350.0
2026-01-09 12:34:40,20.2,40.0,20.4,959.0,999.8,350.1
2026-01-09 12:34:45,20.2,39.9,20.3,959.0,999.8,350.1
2026-01-09 12:34:50,20.2,39.8,20.3,959.0,999.8,350.1
2026-01-09 12:34:55,20.2,39.8,20.3,959.0,999.8,350.1
2026-01-09 12:35:00,20.2,39.7,20.3,958.9,999.7,350.1
2026-01-09 12:35:06,20.2,39.6,20.3,959.1,999.9,350.0
2026-01-09 12:35:11,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:35:16,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:35:21,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:35:26,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:35:31,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:35:37,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:35:42,20.2,39.7,20.3,959.0,999.8,350.1
2026-01-09 12:35:47,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:35:52,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:35:57,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:36:03,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:36:08,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:36:13,20.2,39.6,20.4,959.0,999.8,350.1
2026-01-09 12:36:18,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:36:23,20.2,39.6,20.3,958.9,999.7,350.1
2026-01-09 12:36:29,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:36:34,20.2,39.6,20.3,959.0,999.8,350.1
2026-01-09 12:36:39,20.2,39.5,20.3,958.9,999.7,350.1
2026-01-09 12:37:10,20.2,39.5,20.4,958.9,999.7,350.1
2026-01-09 12:47:29,20.4,38.8,20.5,958.9,999.7,350.1
2026-01-09 12:57:29,20.6,41.0,20.8,959.0,999.8,350.1
2026-01-09 12:59:23,20.7,39.4,20.9,958.9,999.7,350.1
2026-01-09 13:09:42,20.9,38.2,21.1,959.2,1000.0,350.0
2026-01-09 13:19:42,21.0,37.5,21.2,959.0,999.8,350.1
2026-01-09 13:29:43,21.4,38.6,21.5,958.9,999.7,350.1
2026-01-09 13:39:43,21.5,40.1,21.6,958.8,999.6,350.2
2026-01-09 13:49:43,21.4,38.0,21.6,958.8,999.6,350.2
2026-01-09 13:59:43,21.3,37.7,21.4,958.8,999.6,350.2
2026-01-09 14:09:43,21.0,37.7,21.2,958.7,999.5,350.2
2026-01-09 14:19:44,20.9,38.0,21.0,958.9,999.7,350.1
2026-01-09 14:29:44,20.7,38.0,20.9,958.7,999.5,350.2
2026-01-09 14:39:44,20.7,38.0,20.9,958.8,999.6,350.2
2026-01-09 14:49:44,20.6,38.0,20.8,958.8,999.6,350.2
2026-01-09 14:59:44,20.6,38.0,20.7,958.9,999.7,350.1
2026-01-09 15:09:44,20.5,38.1,20.7,959.1,999.9,350.0
2026-01-09 15:19:45,20.4,38.0,20.6,958.9,999.7,350.1
2026-01-09 15:29:45,20.4,38.1,20.6,958.9,999.7,350.1
2026-01-09 15:39:45,20.3,38.0,20.5,959.0,999.8,350.1
2026-01-09 15:49:45,20.3,37.9,20.5,958.8,999.6,350.2
2026-01-09 15:59:45,20.2,37.9,20.4,958.6,999.4,350.2
2026-01-09 16:09:46,20.1,37.9,20.3,958.6,999.4,350.2
2026-01-09 16:19:46,20.2,38.2,20.3,958.6,999.4,350.2
2026-01-09 16:29:46,20.1,38.3,20.2,958.6,999.4,350.2
2026-01-09 16:39:46,19.9,38.7,20.1,958.7,999.5,350.2
2026-01-09 16:49:46,19.7,39.2,19.9,958.7,999.5,350.2
2026-01-09 16:59:46,19.6,39.5,19.8,958.3,999.1,350.3
2026-01-09 17:09:47,19.4,39.7,19.6,958.4,999.2,350.3
2026-01-09 17:19:47,19.3,40.0,19.5,958.4,999.2,350.3
2026-01-09 17:29:47,19.1,40.3,19.3,958.7,999.5,350.2
2026-01-09 17:39:47,19.0,40.4,19.2,958.7,999.5,350.2
2026-01-09 17:49:47,18.9,40.6,19.1,958.8,999.6,350.2
2026-01-09 17:59:48,18.8,40.9,19.0,958.8,999.6,350.2
2026-01-09 18:09:48,18.7,41.1,18.9,958.5,999.3,350.3
2026-01-09 18:19:48,18.6,41.2,18.8,958.6,999.4,350.2
2026-01-09 18:29:48,18.5,41.4,18.7,958.9,999.7,350.1
2026-01-09 18:39:48,18.4,41.6,18.6,958.7,999.5,350.2
2026-01-09 18:49:48,18.3,41.8,18.5,958.6,999.4,350.2
2026-01-09 18:59:49,18.2,41.8,18.5,958.5,999.3,350.3
2026-01-09 19:09:49,18.1,42.0,18.4,958.8,999.6,350.2
2026-01-09 19:19:49,18.1,42.2,18.3,958.5,999.3,350.3
2026-01-09 19:29:49,18.0,42.2,18.3,958.7,999.5,350.2
2026-01-09 19:39:49,18.0,42.2,18.2,958.6,999.4,350.2
2026-01-09 19:49:50,17.9,42.2,18.1,958.8,999.6,350.2
2026-01-09 19:59:50,17.8,42.4,18.0,958.8,999.6,350.2
2026-01-09 20:09:50,17.8,42.5,18.0,958.9,999.7,350.1
2026-01-09 20:19:50,17.7,42.5,17.9,959.2,1000.0,350.0
2026-01-09 20:29:50,17.6,42.6,17.9,959.2,1000.0,350.0
2026-01-09 20:39:50,17.6,42.7,17.8,959.1,999.9,350.0
2026-01-09 20:49:51,17.5,42.8,17.7,959.1,999.9,350.0
2026-01-09 20:59:51,17.4,42.8,17.7,959.0,999.8,350.1
2026-01-09 21:09:51,17.4,42.9,17.6,959.0,999.8,350.1
2026-01-09 21:19:51,17.3,42.9,17.6,958.8,999.6,350.2
2026-01-09 21:29:51,17.3,43.0,17.5,958.8,999.6,350.2
2026-01-09 21:39:52,17.2,43.1,17.5,959.0,999.8,350.1
2026-01-09 21:49:52,17.2,43.1,17.4,959.0,999.8,350.1
2026-01-09 21:59:52,17.1,43.0,17.3,958.9,999.7,350.1
2026-01-09 22:09:52,17.1,43.2,17.3,958.8,999.6,350.2
2026-01-09 22:19:52,17.0,43.1,17.3,958.8,999.6,350.2
2026-01-09 22:29:52,17.0,43.1,17.2,958.8,999.6,350.2
2026-01-09 22:39:53,16.9,43.2,17.1,958.7,999.5,350.2
2026-01-09 22:49:53,16.8,43.2,17.1,958.9,999.7,350.1
2026-01-09 22:59:53,17.1,41.9,17.3,958.9,999.7,350.1
2026-01-09 23:09:53,17.2,41.8,17.4,958.6,999.4,350.2
2026-01-10 00:16:09,15.0,53.5,15.2,961.5,1002.4,350.0
2026-01-10 09:25:07,15.0,53.5,15.2,961.7,1002.6,350.0
2026-01-10 09:35:08,14.9,52.6,15.2,961.9,1002.8,349.9
2026-01-10 09:45:08,14.9,51.9,15.1,961.9,1002.8,349.9
2026-01-10 09:55:08,14.9,51.3,15.1,962.1,1003.0,349.8
2026-01-10 10:05:08,14.9,51.0,15.1,962.1,1003.0,349.8
2026-01-10 10:15:08,15.0,50.4,15.2,962.4,1003.3,349.7
2026-01-10 10:25:09,15.0,49.7,15.2,962.6,1003.5,349.6
2026-01-10 10:35:09,15.0,50.4,15.3,962.7,1003.6,349.6
2026-01-10 10:45:09,15.0,49.7,15.2,962.7,1003.6,349.6
2026-01-10 10:55:09,14.9,50.0,15.2,963.0,1004.0,350.3
2026-01-10 11:05:09,15.6,52.8,15.8,963.1,1004.1,350.3
2026-01-10 11:15:09,15.9,51.9,16.2,963.4,1004.4,350.2
2026-01-10 11:25:10,16.3,51.1,16.5,963.6,1004.6,350.1
2026-01-10 11:35:10,16.8,50.1,17.1,963.7,1004.7,350.1
2026-01-10 11:45:10,17.5,49.1,17.7,963.6,1004.6,350.1
2026-01-10 11:55:10,17.7,47.2,17.9,963.9,1004.9,350.0
2026-01-10 12:05:10,18.1,46.9,18.2,964.1,1005.1,349.9
2026-01-10 12:15:11,18.1,44.6,18.3,964.1,1005.1,349.9
2026-01-10 12:25:11,18.1,44.4,18.3,964.2,1005.2,349.9
2026-01-10 12:35:11,18.3,44.0,18.5,964.3,1005.3,349.9
2026-01-10 12:45:11,18.6,45.8,18.7,964.4,1005.4,349.8
2026-01-10 12:55:11,18.9,48.0,19.1,964.6,1005.6,349.8
2026-01-10 13:05:11,19.0,47.4,19.2,964.6,1005.6,349.8
2026-01-10 13:15:12,19.2,46.0,19.4,964.7,1005.7,349.7
2026-01-10 13:25:12,19.0,45.6,19.2,964.8,1005.8,349.7
2026-01-10 13:35:12,18.8,45.3,19.0,964.9,1005.9,349.7
2026-01-10 13:45:12,18.7,45.3,19.0,964.9,1005.9,349.7
2026-01-10 13:55:12,18.7,44.6,18.9,965.2,1006.3,350.4
2026-01-10 14:05:13,18.7,44.8,18.9,965.4,1006.5,350.3
2026-01-10 14:15:13,18.6,44.3,18.9,965.5,1006.6,350.3
2026-01-10 14:25:13,18.6,44.4,18.8,965.8,1006.9,350.2
2026-01-10 14:35:13,18.6,44.4,18.8,965.9,1007.0,350.1
2026-01-10 14:45:13,18.6,44.3,18.7,966.3,1007.4,350.0
2026-01-10 14:55:13,18.5,44.3,18.7,966.5,1007.6,349.9
2026-01-10 15:05:14,18.5,44.1,18.7,966.5,1007.6,349.9
2026-01-10 15:15:14,18.5,44.0,18.7,966.8,1007.9,349.8
2026-01-10 15:25:14,18.4,43.7,18.6,966.9,1008.0,349.8
2026-01-10 15:35:14,18.4,43.7,18.6,967.1,1008.2,349.7
2026-01-10 15:45:14,18.3,43.8,18.6,967.3,1008.4,349.6
2026-01-10 15:55:15,18.3,42.6,18.5,967.5,1008.7,350.4
2026-01-10 16:05:15,18.2,41.2,18.4,967.7,1008.9,350.3
2026-01-10 16:15:15,18.1,41.1,18.4,968.0,1009.2,350.2
2026-01-10 16:25:15,18.1,41.5,18.3,968.1,1009.3,350.2
2026-01-10 16:35:15,18.0,41.8,18.2,968.5,1009.7,350.0
2026-01-10 16:45:15,18.0,42.4,18.2,968.5,1009.7,350.0
2026-01-10 16:55:16,18.0,42.9,18.2,968.6,1009.8,350.0
2026-01-10 17:05:16,18.0,43.4,18.2,968.9,1010.1,349.9
2026-01-10 17:15:16,18.4,42.6,18.6,969.0,1010.2,349.9
2026-01-10 17:25:16,18.6,41.9,18.8,969.2,1010.4,349.8
2026-01-10 17:35:16,18.7,41.3,18.9,969.5,1010.7,349.7
2026-01-10 17:45:16,18.8,41.0,19.0,969.5,1010.7,349.7
2026-01-10 17:55:17,19.2,42.1,19.4,969.8,1011.0,349.6
2026-01-10 18:05:17,19.5,40.7,19.6,969.9,1011.2,350.4
2026-01-10 18:15:17,19.5,41.1,19.7,970.1,1011.4,350.3
2026-01-10 18:25:17,19.2,41.8,19.4,970.4,1011.7,350.2
2026-01-10 18:35:17,19.4,46.2,19.5,970.7,1012.0,350.1
2026-01-10 18:45:18,19.3,46.2,19.6,970.8,1012.1,350.1
2026-01-10 18:55:18,19.3,45.5,19.5,971.0,1012.3,350.0
2026-01-10 19:05:18,19.3,45.2,19.5,971.2,1012.5,349.9
2026-01-10 19:15:18,19.3,45.5,19.5,971.4,1012.7,349.9
2026-01-10 19:23:12,13.7,50.9,14.0,978.9,1020.5,349.7
2026-01-11 09:04:20,13.7,49.8,14.0,979.1,1020.7,349.6
2026-01-11 09:14:20,13.8,50.3,14.1,979.2,1020.8,349.6
2026-01-11 09:24:20,13.9,50.2,14.2,979.3,1021.0,350.4
2026-01-11 09:34:21,14.6,53.4,14.8,979.4,1021.1,350.3
2026-01-11 09:44:21,15.2,52.9,15.4,979.5,1021.2,350.3
2026-01-11 09:54:21,15.2,52.8,15.5,979.6,1021.3,350.3
2026-01-11 10:04:21,15.1,50.2,15.4,979.6,1021.3,350.3
2026-01-11 10:14:21,14.9,48.8,15.1,979.8,1021.5,350.2
2026-01-11 10:24:21,14.8,48.3,15.0,979.7,1021.4,350.2
2026-01-11 10:34:22,14.7,48.3,15.0,979.7,1021.4,350.2
2026-01-11 10:44:22,14.6,47.8,14.9,979.6,1021.3,350.3
2026-01-11 10:54:22,14.6,47.6,14.9,979.6,1021.3,350.3
2026-01-11 11:04:22,14.6,47.0,14.9,979.6,1021.3,350.3
2026-01-11 11:14:22,14.6,47.1,14.9,979.6,1021.3,350.3
2026-01-11 11:24:23,14.6,47.2,14.9,979.6,1021.3,350.3
2026-01-11 11:34:23,14.6,46.9,14.9,979.6,1021.3,350.3
2026-01-11 11:44:23,14.7,46.7,15.0,979.5,1021.2,350.3
2026-01-11 11:54:23,14.8,45.8,15.1,979.4,1021.1,350.3
2026-01-11 12:04:23,14.9,46.1,15.2,979.5,1021.2,350.3
2026-01-11 12:14:23,15.0,45.6,15.3,979.4,1021.1,350.3
2026-01-11 12:24:24,15.0,45.4,15.3,979.6,1021.3,350.3
2026-01-11 12:34:24,15.1,45.6,15.4,979.5,1021.2,350.3
2026-01-11 12:44:24,15.2,45.4,15.4,979.6,1021.3,350.3
2026-01-11 12:54:24,15.2,45.4,15.5,979.5,1021.2,350.3
2026-01-11 13:04:24,15.2,45.1,15.5,979.6,1021.3,350.3
2026-01-11 13:14:25,15.3,43.2,15.6,979.4,1021.1,350.3
2026-01-11 13:24:25,15.4,44.2,15.7,979.5,1021.2,350.3
2026-01-11 13:34:25,15.5,43.2,15.8,979.6,1021.3,350.3
2026-01-11 13:44:25,15.6,43.7,15.8,979.6,1021.3,350.3
2026-01-11 13:54:25,15.6,43.0,15.9,979.8,1021.5,350.2
2026-01-11 14:04:25,15.8,44.0,16.1,979.9,1021.6,350.2
2026-01-11 14:14:26,16.0,45.8,16.3,980.1,1021.8,350.1
2026-01-11 14:24:26,16.5,52.6,16.7,980.1,1021.8,350.1
2026-01-11 14:34:26,16.7,52.1,16.9,980.1,1021.8,350.1
2026-01-11 14:44:26,16.8,51.9,17.1,979.9,1021.6,350.2
2026-01-11 14:54:26,17.0,51.4,17.3,979.9,1021.6,350.2
2026-01-11 15:04:27,17.1,48.8,17.3,980.1,1021.8,350.1
2026-01-11 15:14:27,17.2,48.9,17.5,980.1,1021.8,350.1
2026-01-11 15:24:27,17.3,47.8,17.6,980.3,1022.0,350.0
2026-01-11 15:34:27,17.4,47.3,17.6,980.2,1021.9,350.1
2026-01-11 15:44:27,17.4,46.7,17.7,980.3,1022.0,350.0
2026-01-11 15:54:27,17.4,46.7,17.7,980.4,1022.1,350.0
2026-01-11 16:04:28,17.6,46.4,17.8,980.5,1022.2,350.0
2026-01-11 16:14:28,17.6,44.3,17.9,980.6,1022.3,349.9
2026-01-11 16:24:28,17.6,44.0,17.9,980.6,1022.3,349.9
2026-01-11 16:34:28,17.6,43.4,17.9,980.7,1022.4,349.9
2026-01-11 16:44:28,17.7,42.8,18.0,980.7,1022.4,349.9
2026-01-11 16:54:29,17.9,43.3,18.1,980.8,1022.5,349.9
2026-01-11 17:04:29,18.2,42.1,18.4,980.8,1022.5,349.9
2026-01-11 17:14:29,18.5,42.1,18.7,980.8,1022.5,349.9
2026-01-11 17:24:29,18.7,41.9,19.0,980.8,1022.5,349.9
2026-01-11 17:34:29,19.0,43.0,19.2,981.0,1022.7,349.8
2026-01-11 17:44:29,19.2,42.6,19.4,980.8,1022.5,349.9
2026-01-11 17:54:30,19.4,41.8,19.6,980.9,1022.6,349.8
2026-01-11 18:04:30,19.5,41.6,19.7,980.8,1022.5,349.9
2026-01-11 18:14:30,19.6,41.9,19.8,980.9,1022.6,349.8
2026-01-11 18:24:30,19.6,40.8,19.8,980.9,1022.6,349.8
2026-01-11 18:34:30,19.6,40.2,19.8,980.9,1022.6,349.8
